City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,yuzhno-kurilsk,44.0306,145.8556,46.38,76,17,8.63,RU,1698703505
290,talcahuano,-36.7167,-73.1167,50.79,64,99,16.26,CL,1698703635
291,sciacca,37.5082,13.0881,69.44,87,100,14.18,IT,1698703635
292,arzgir,45.3728,44.2206,54.36,59,1,8.46,RU,1698703636
293,holualoa,19.6228,-155.9522,80.87,71,20,9.22,US,1698703636
294,verkhnevilyuysk,63.4453,120.3167,4.08,98,92,2.37,RU,1698703637
295,san patricio,28.017,-97.5169,49.91,58,98,18.81,US,1698703464
296,persembe,41.0656,37.7714,62.02,84,97,5.7,TR,1698703638
297,asyut,27.181,31.1837,78.4,44,0,4.63,EG,1698703638
298,mokhsogollokh,61.4681,128.9203,-4.92,100,91,3.22,RU,1698703639
299,tolanaro,-25.0319,46.9987,73.27,91,100,3.58,MG,1698703614
300,mumbwa,-14.9783,27.0619,68.2,80,82,7.18,ZM,1698703640
301,gizo,-8.103,156.8419,82.2,75,100,3.49,SB,1698703641
302,mil'kovo,55.6078,37.7956,49.41,100,100,11.16,RU,1698703641
303,pacasmayo,-7.4006,-79.5714,69.64,78,86,15.5,PE,1698703642
304,yung shue wan,22.2333,114.1167,75.67,81,99,18.23,HK,1698703643
305,ploneour-lanvern,47.9,-4.2833,53.89,93,69,5.75,FR,1698703643
306,praia da vitoria,38.7333,-27.0667,65.75,90,70,12.19,PT,1698703644
307,severo-yeniseyskiy,60.3725,93.0408,-1.46,99,75,2.24,RU,1698703645
308,pustoshka,56.3355,29.369,46.53,93,98,6.89,RU,1698703645
309,gadzhiyevo,69.2551,33.3362,28.08,88,100,18.07,RU,1698703646
310,corn island,12.1694,-83.0418,81.79,76,99,9.84,NI,1698703647
311,griffith,41.5284,-87.4237,42.15,40,0,11.5,US,1698703648
312,chukhloma,58.7525,42.6825,27.09,85,95,10.0,RU,1698703649
313,muscatine,41.4667,-91.1335,39.38,37,0,9.22,US,1698703497
314,anqing,30.5092,117.0506,64.85,54,0,3.06,CN,1698703650
315,yanqul,23.5905,56.5501,75.0,47,54,2.37,OM,1698703650
316,hithadhoo,-0.6,73.0833,80.4,80,50,9.95,MV,1698703651
317,belle fourche,44.6714,-103.8522,41.5,39,51,22.3,US,1698703652
318,sao vicente,-23.9631,-46.3919,89.78,51,100,3.0,BR,1698703652
319,male,4.1748,73.5089,78.75,83,75,4.61,MV,1698703653
320,wasco,35.5941,-119.341,79.43,17,0,3.44,US,1698703654
321,kapa'a,22.0752,-159.319,84.52,70,40,10.36,US,1698703654
322,colonia,50.9333,6.95,55.96,91,75,6.91,DE,1698703560
323,tura,25.5198,90.2201,65.08,91,54,4.0,IN,1698703607
324,almenara,-16.1836,-40.6944,82.02,38,85,5.75,BR,1698703655
325,petropavlovsk-kamchatsky,53.0452,158.6483,32.59,82,0,11.01,RU,1698703656
326,sferracavallo,42.726,12.0956,70.63,97,100,17.4,IT,1698703657
327,howrah,22.5892,88.3103,77.0,83,18,3.44,IN,1698703657
328,yuci,37.6803,112.7319,44.35,61,0,4.47,CN,1698703658
329,keokuk,40.3973,-91.3849,39.65,55,20,10.36,US,1698703180
330,redding,40.5865,-122.3917,76.62,14,0,8.05,US,1698703387
331,socorro,31.6546,-106.3033,51.66,30,75,9.22,US,1698703662
332,shimoda,34.6667,138.95,60.1,74,72,4.16,JP,1698703509
333,amga,60.8953,131.9608,11.75,90,100,5.19,RU,1698703538
334,sungai penuh,-2.0833,101.3833,62.46,92,93,4.16,ID,1698703577
335,taupo,-38.6833,176.0833,57.51,96,100,6.35,NZ,1698703664
336,jodar,37.8406,-3.3526,53.73,61,73,1.77,ES,1698703664
337,ust'-ilimsk,58.0006,102.6619,14.43,94,72,4.0,RU,1698703665
338,kushiro,42.975,144.3747,49.15,93,40,2.3,JP,1698703459
339,jiangyou,31.7667,104.7167,64.18,81,100,0.6,CN,1698703666
340,pucon,-39.2822,-71.9543,42.94,96,99,1.99,CL,1698703667
341,santiago del torno,-17.9833,-63.3833,86.18,45,11,13.42,BO,1698703667
342,souillac,-20.5167,57.5167,75.36,84,13,9.64,MU,1698703668
343,cartagena,10.3997,-75.5144,83.82,84,20,4.61,CO,1698703668
344,maloye ganyushkino,46.6,49.2667,49.03,62,0,3.62,KZ,1698703669
345,saudarkrokur,65.7461,-19.6394,29.48,81,55,7.81,IS,1698703670
346,ta`u,-14.2336,-169.5144,80.82,81,12,24.94,AS,1698703533
347,big rapids,43.6981,-85.4837,35.67,52,75,10.36,US,1698703671
348,alice springs,-23.7,133.8833,72.95,17,60,8.05,AU,1698703500
349,shache,38.4167,77.2406,56.71,26,7,3.96,CN,1698703559
350,callaway,30.153,-85.5699,81.0,72,0,9.22,US,1698703599
351,sinabang,2.4803,96.3801,77.34,87,100,4.27,ID,1698703673
352,geraldton,-28.7667,114.6,61.21,48,0,12.66,AU,1698703674
353,houma,29.5958,-90.7195,70.0,68,40,14.97,US,1698703675
354,kudahuvadhoo,2.6708,72.8944,81.72,72,43,6.4,MV,1698703675
355,nieuw amsterdam,5.8833,-55.0833,84.02,81,40,0.0,SR,1698703676
356,la rinconada,37.4873,-5.9826,63.05,73,0,1.14,ES,1698703676
357,flying fish cove,-10.4217,105.6791,78.48,88,75,9.22,CX,1698703677
358,kuta,-8.7233,115.1723,78.75,100,20,1.14,ID,1698703677
359,atafu village,-8.5421,-172.5159,83.88,76,78,15.82,TK,1698703678
360,darnah,32.767,22.6367,71.8,80,18,12.68,LY,1698703678
361,tazacorte,28.629,-17.9293,74.37,94,40,1.99,ES,1698703669
362,evinayong,1.4368,10.5512,68.95,99,99,2.71,GQ,1698703679
363,gemena,3.25,19.7667,73.56,93,80,2.89,CD,1698703680
364,canton,23.1167,113.25,67.95,71,98,5.37,CN,1698703575
365,sao felix do xingu,-6.6447,-51.995,88.3,36,70,0.54,BR,1698703681
366,vilyuysk,63.7553,121.6247,-0.72,100,94,2.89,RU,1698703573
367,kismayo,-0.3582,42.5454,78.98,84,45,7.72,SO,1698703682
368,manay,7.215,126.5397,76.32,86,91,3.96,PH,1698703682
369,tiznit,29.5833,-9.5,67.87,47,95,1.52,MA,1698703683
370,botou,38.0667,116.5667,57.97,60,0,6.2,CN,1698703684
371,nizhniy odes,63.6445,54.856,19.15,96,96,5.12,RU,1698703684
372,cudillero,43.5622,-6.1459,59.67,65,75,11.5,ES,1698703685
373,maputo,-25.9653,32.5892,55.89,85,100,7.29,MZ,1698703685
374,juan griego,11.0817,-63.9655,84.25,80,98,16.98,VE,1698703686
375,agrinio,38.6214,21.4078,63.97,80,0,2.08,GR,1698703686
376,usogorsk,63.4106,48.6872,25.66,83,100,2.53,RU,1698703687
377,charters towers,-20.1,146.2667,72.97,52,25,8.52,AU,1698703687
378,taltal,-25.4,-70.4833,62.89,76,60,7.27,CL,1698703688
379,beira,-19.8436,34.8389,73.96,83,96,16.62,MZ,1698703688
380,choibalsan,48.0667,114.5,18.63,96,92,7.31,MN,1698703591
381,sarmiento,-45.5882,-69.07,45.66,56,99,18.23,AR,1698703689
382,laghouat,33.8,2.8651,67.62,50,100,6.31,DZ,1698703690
383,magadan,59.5667,150.8,16.86,82,4,3.49,RU,1698703536
384,denia,38.8408,0.1057,68.47,42,39,18.01,ES,1698703691
385,salmon arm,50.6998,-119.3024,45.32,57,35,3.2,CA,1698703691
386,trincomalee,8.5711,81.2335,75.49,94,97,1.88,LK,1698703692
387,klaksvik,62.2266,-6.589,38.32,60,94,18.34,FO,1698703692
388,harper,4.375,-7.7169,76.6,92,84,3.24,LR,1698703426
389,illizi,26.4833,8.4667,79.83,17,1,8.46,DZ,1698703693
390,mahdia,35.5047,11.0622,80.55,65,62,18.99,TN,1698703693
391,remire-montjoly,4.9167,-52.2667,84.24,84,20,8.05,GF,1698703694
392,tianshui,34.5439,105.6897,49.44,87,99,2.26,CN,1698703694
393,talnakh,69.4865,88.3972,1.2,96,100,5.64,RU,1698703695
394,kidal,18.4411,1.4078,83.7,10,31,10.98,ML,1698703695
395,el nido,11.1858,119.3956,81.86,77,88,7.2,PH,1698703696
396,haraiya,26.8,82.4667,69.3,58,68,2.06,IN,1698703697
397,umm kaddadah,13.6017,26.6876,86.83,22,97,11.05,SD,1698703698
398,antonio enes,-16.2325,39.9086,77.13,80,36,9.08,MZ,1698703699
399,lihue,21.9789,-159.3672,83.79,69,40,10.36,US,1698703456
400,vadso,70.0744,29.7487,30.36,86,75,9.22,NO,1698703700
401,thabazimbi,-24.5917,27.4116,55.78,68,100,7.7,ZA,1698703700
402,tabou,4.423,-7.3528,76.71,91,81,3.06,CI,1698703659
403,parry sound,45.3501,-80.033,36.93,65,100,10.69,CA,1698703701
404,la union,-5.4,-80.75,83.19,47,96,18.05,PE,1698703702
405,dalnegorsk,44.5604,135.5701,49.6,89,60,3.0,RU,1698703702
406,kokkola,63.8385,23.1307,29.93,87,100,2.3,FI,1698703702
407,george town,5.4112,100.3354,80.53,89,20,5.75,MY,1698703703
408,arauca,7.0847,-70.7591,84.4,72,79,3.51,CO,1698703703
409,merizo village,13.2658,144.6691,84.76,95,98,13.24,GU,1698703704
410,san antonio de pale,-1.4014,5.6325,79.7,85,88,13.42,GQ,1698703653
411,san mariano,7.5,126.0,72.72,93,82,2.24,PH,1698703705
412,manokwari,-0.8667,134.0833,79.21,79,100,1.28,ID,1698703705
413,sarikei,2.1167,111.5167,72.84,99,100,1.86,MY,1698703706
414,yamada,39.4667,141.95,52.59,83,0,4.05,JP,1698703707
415,puerto madryn,-42.7692,-65.0385,49.98,52,78,17.49,AR,1698703707
416,tsiombe,-25.3,45.4833,69.94,88,88,4.79,MG,1698703708
417,pico truncado,-46.7949,-67.9573,44.76,33,97,15.82,AR,1698703708
418,chapada dos guimaraes,-15.4606,-55.7497,73.06,76,100,4.47,BR,1698703709
419,pervomayskoye,43.919,46.7102,56.46,82,17,12.12,RU,1698703709
420,cristalina,-16.7686,-47.6136,81.46,36,96,2.82,BR,1698703710
421,noshiro,40.2039,140.0242,49.86,85,4,5.44,JP,1698703711
422,turpan,42.9333,89.1667,56.75,38,26,1.28,CN,1698703659
423,ambon,-3.6954,128.1814,77.14,94,40,5.75,ID,1698703711
424,ancud,-41.8697,-73.8203,46.02,81,29,8.63,CL,1698703712
425,jarocin,51.9727,17.5026,54.84,90,99,10.67,PL,1698703712
426,khorinsk,52.1657,109.7726,16.07,54,86,1.39,RU,1698703713
427,papao,-17.75,-149.55,83.88,83,12,20.09,PF,1698703713
428,port macquarie,-31.4333,152.9167,74.89,40,50,2.15,AU,1698703714
429,zalingei,12.9096,23.4741,79.47,17,100,4.36,SD,1698703714
430,bela vista do paraiso,-22.9967,-51.1906,81.64,82,88,2.51,BR,1698703715
431,doaba,33.4244,70.7364,65.12,49,0,2.06,PK,1698703715
432,bubaque,11.2833,-15.8333,83.57,70,100,6.98,GW,1698703497
433,nar'yan-mar,67.6713,53.087,20.1,95,97,10.0,RU,1698703716
434,novomichurinsk,54.0384,39.7479,48.11,89,96,14.2,RU,1698703717
435,kalachinsk,55.0529,74.5751,24.3,94,100,13.58,RU,1698703717
436,kupang,-10.1667,123.5833,81.18,74,20,11.5,ID,1698703718
437,quellon,-43.1167,-73.6167,47.25,57,23,6.04,CL,1698703718
438,guarapari,-20.6667,-40.4975,78.89,87,88,14.52,BR,1698703449
439,miles city,46.4083,-105.8406,29.37,69,40,16.11,US,1698703719
440,sao miguel do araguaia,-13.275,-50.1628,93.02,27,31,3.87,BR,1698703720
441,bento goncalves,-29.1714,-51.5192,66.56,93,90,4.0,BR,1698703721
442,east london,-33.0153,27.9116,57.24,80,33,8.14,ZA,1698703721
443,pryamitsyno,51.6561,35.9314,55.54,72,78,12.3,RU,1698703721
444,yilan,24.757,121.753,72.91,94,61,4.34,TW,1698703722
445,grand falls-windsor,48.9332,-55.6649,36.5,66,100,1.01,CA,1698703608
446,prince george,53.9166,-122.753,44.26,44,0,3.44,CA,1698703570
447,bontang,0.1333,117.5,80.44,75,9,2.17,ID,1698703723
448,nova sintra,14.8667,-24.7167,73.85,69,55,4.56,CV,1698703724
449,sao jose da coroa grande,-8.8978,-35.1478,77.59,70,76,10.54,BR,1698703724
450,nichinan,31.6,131.3667,60.71,78,20,6.24,JP,1698703725
451,tchollire,8.4022,14.1698,73.51,84,100,3.44,CM,1698703637
452,yeppoon,-23.1333,150.7333,71.38,46,2,3.85,AU,1698703726
453,vorkuta,67.5,64.0,11.73,86,100,8.03,RU,1698703726
454,chegdomyn,51.1167,133.0167,21.18,88,56,2.33,RU,1698703727
455,manhattan,40.7834,-73.9662,58.89,75,100,17.27,US,1698703514
456,manta,-0.95,-80.7333,80.38,78,75,11.5,EC,1698703728
457,akrehamn,59.2667,5.1833,39.45,56,0,8.05,NO,1698703700
458,luderitz,-26.6481,15.1594,58.23,78,0,16.17,NA,1698703588
459,vallenar,-28.5708,-70.7581,78.49,22,58,10.78,CL,1698703729
460,sierra grande,-41.606,-65.3557,50.99,38,82,17.16,AR,1698703730
461,kaka,37.3482,59.6143,65.1,48,100,17.22,TM,1698703730
462,northport,33.229,-87.5772,54.09,81,100,11.5,US,1698703731
463,arno,60.1167,18.6333,38.79,97,100,21.5,SE,1698703511
464,eydhafushi,5.1033,73.0708,79.5,83,84,7.63,MV,1698703731
465,sevastopol,44.6,33.5333,62.62,67,0,6.24,UA,1698703732
466,melfort,52.8667,-104.6177,25.68,53,74,9.51,CA,1698703684
467,alofi,-19.0595,-169.9187,80.49,65,75,16.11,NU,1698703733
468,itupeva,-23.1531,-47.0578,82.13,61,0,4.61,BR,1698703538
469,peace river,56.2501,-117.286,33.96,77,100,5.1,CA,1698703734
470,weno,7.4515,151.8468,83.39,76,47,12.19,FM,1698703476
471,yinzhu,35.8786,119.9753,63.37,70,3,10.18,CN,1698703734
472,shakiso,5.75,38.9167,57.81,98,47,2.95,ET,1698703643
473,sabha,27.0377,14.4283,74.12,24,5,6.98,LY,1698703577
474,kayangel,8.0823,134.7173,83.34,74,28,7.25,PW,1698703736
475,namibe,-15.1961,12.1522,66.79,81,0,7.81,AO,1698703736
476,novoutkinsk,56.993,59.5571,21.74,97,93,1.32,RU,1698703736
477,maumere,-8.6199,122.2111,78.98,84,24,3.13,ID,1698703737
478,shaowu,27.3409,117.4831,59.41,88,6,2.1,CN,1698703738
479,ust-tsilma,65.441,52.1498,21.61,79,94,8.99,RU,1698703738
480,camara de lobos,32.6333,-16.9667,70.72,92,75,6.91,PT,1698703738
481,la libertad,-2.2333,-80.9,78.46,73,75,12.66,EC,1698703739
482,salalah,17.0151,54.0924,77.09,83,0,4.61,OM,1698703739
483,ocean shores,46.9737,-124.1563,61.95,60,0,9.22,US,1698703740
484,nadi,-17.8,177.4167,86.0,66,20,11.5,FJ,1698703740
485,letlhakeng,-24.0944,25.0298,54.14,76,67,20.24,BW,1698703741
486,farafangana,-22.8167,47.8333,73.29,92,7,3.51,MG,1698703741
487,kingscliff,-28.2667,153.5667,77.95,60,1,17.27,AU,1698703613
488,datong,40.0936,113.2914,49.19,45,12,4.03,CN,1698703742
489,sathupalli,17.2497,80.869,69.67,90,53,3.58,IN,1698703743
490,dahab,28.501,34.5134,77.29,51,0,1.45,EG,1698703743
491,faya-largeau,17.9257,19.1043,79.43,18,2,14.43,TD,1698703743
492,arteche,12.2645,125.4048,78.17,91,100,7.96,PH,1698703617
493,lastoursville,-0.8143,12.7287,72.55,99,100,2.48,GA,1698703744
494,jiran,24.3167,74.8833,70.68,44,91,5.41,IN,1698703745
495,al ghayzah,16.2079,52.176,77.74,76,98,5.08,YE,1698703702
496,awjilah,29.1081,21.2869,72.19,53,99,7.38,LY,1698703746
497,porto novo,6.4965,2.6036,82.22,83,92,5.01,BJ,1698703599
498,al jumum,21.6169,39.6981,82.98,59,4,4.85,SA,1698703747
499,sungai raya,0.7,108.9,77.34,87,90,0.58,ID,1698703747
500,pokhvistnevo,53.6524,52.1274,33.03,87,100,10.71,RU,1698703748
501,behshahr,36.6923,53.5526,64.38,84,100,8.34,IR,1698703748
502,piracaia,-23.0539,-46.3581,76.24,86,100,3.27,BR,1698703691
503,kuqa,41.7278,82.9364,55.47,37,12,2.33,CN,1698703749
504,la romana,18.4273,-68.9728,77.36,100,75,0.0,DO,1698703750
505,constantia,44.1833,28.65,57.88,74,0,8.01,RO,1698703588
506,edgewater,28.9889,-80.9023,81.18,75,40,9.22,US,1698703668
507,santana,-0.0583,-51.1817,87.98,58,0,11.5,BR,1698703752
508,metlika,45.6472,15.3142,63.41,76,100,2.86,SI,1698703752
509,kailua-kona,19.6406,-155.9956,87.28,69,20,9.22,US,1698703753
510,bodo,67.28,14.405,26.78,81,0,13.8,NO,1698703689
511,mianwali,32.5741,71.5264,74.73,36,0,2.48,PK,1698703754
512,sarreguemines,49.0833,7.3333,52.34,92,100,14.12,FR,1698703754
513,bandarbeyla,9.4942,50.8122,79.68,81,100,11.48,SO,1698703755
514,ola,59.5833,151.2833,20.34,71,5,5.68,RU,1698703755
515,callao,-12.0667,-77.15,70.09,68,0,19.57,PE,1698703756
516,osakarovka,50.565,72.5692,42.19,78,100,13.94,KZ,1698703757
517,asuncion nochixtlan,17.4667,-97.2333,65.37,64,76,12.48,MX,1698703757
518,valley city,46.9233,-98.0032,27.12,93,100,18.41,US,1698703758
519,pacocha,-17.5833,-71.3333,63.55,86,15,10.22,PE,1698703759
520,nurota,40.5614,65.6886,57.06,53,94,14.0,UZ,1698703759
521,isiro,2.7739,27.616,69.58,93,92,3.29,CD,1698703760
522,uliastay,47.7417,96.8444,32.43,70,82,4.54,MN,1698703760
523,khartoum,15.5518,32.5324,89.85,33,79,8.81,SD,1698703761
524,ojocaliente,21.8775,-102.6754,80.91,41,58,10.71,MX,1698703762
525,ust'-barguzin,53.45,108.9833,20.88,61,12,3.98,RU,1698703719
526,rongelap,11.1635,166.8941,83.41,77,100,21.16,MH,1698703763
527,forster,-32.1667,152.5167,79.29,44,70,4.25,AU,1698703488
528,hjorring,57.4642,9.9823,40.48,80,100,21.32,DK,1698703764
529,slavuta,50.3016,26.8651,54.77,69,98,8.3,UA,1698703764
530,novyy urengoy,66.0833,76.6333,8.74,92,12,4.54,RU,1698703765
531,vakarai,55.6035,23.8213,45.12,93,76,6.87,LT,1698703765
532,vangaindrano,-23.35,47.6,73.98,93,29,6.02,MG,1698703766
533,phalodi,27.1333,72.3667,80.91,32,68,8.25,IN,1698703767
534,queenstown,-31.8976,26.8753,45.63,80,46,4.38,ZA,1698703617
535,albina,5.5,-54.05,80.42,78,52,7.34,SR,1698703767
536,vostochnyy,55.8167,37.8667,48.13,100,100,11.36,RU,1698703768
537,baiti,13.745,-14.7482,79.63,74,71,1.66,SN,1698703768
538,hasaki,35.7333,140.8333,57.29,59,0,5.01,JP,1698703595
539,malacca,2.196,102.2405,77.04,94,100,8.03,MY,1698703769
540,kapshagay,43.8833,77.0833,59.04,63,100,12.77,KZ,1698703770
541,shingu,33.7333,135.9833,55.96,82,18,2.3,JP,1698703770
542,huarmey,-10.0681,-78.1522,71.31,77,21,10.87,PE,1698703771
543,tsengel,49.4783,100.8894,27.59,79,97,1.32,MN,1698703771
544,aur,8.1499,171.1687,83.53,78,46,19.17,MH,1698703772
545,ponta delgada,37.7333,-25.6667,65.12,72,40,6.91,PT,1698703772
546,par naogaon,24.8029,88.9508,70.74,89,100,4.41,BD,1698703773
547,butembo,0.15,29.2833,58.28,91,37,3.62,CD,1698703773
548,tokamachi,37.1333,138.7667,51.26,88,0,3.24,JP,1698703774
549,pampa,35.5362,-100.9599,47.57,27,0,8.05,US,1698703780
550,nongstoin,25.5167,91.2667,55.62,44,99,5.08,IN,1698703784
551,antsiranana,-12.2787,49.2917,76.37,80,100,13.2,MG,1698703552
552,siracusa,37.0881,15.2792,70.97,87,36,11.16,IT,1698703767
553,omdurman,15.6445,32.4777,88.72,36,78,8.66,SD,1698703796
554,petukhovo,55.0692,67.9019,25.75,96,100,10.0,RU,1698703803
555,fortuna,40.5982,-124.1573,66.92,52,0,9.22,US,1698703804
556,price,39.5994,-110.8107,49.12,19,0,4.61,US,1698703804
557,luau,-10.7073,22.2247,66.38,95,100,1.99,AO,1698703809
558,westport,41.1415,-73.3579,58.98,86,100,10.36,US,1698703519
559,selfoss,63.9331,-20.9971,33.04,80,24,6.78,IS,1698703681
560,sosnogorsk,63.6023,53.8817,21.54,85,92,10.0,RU,1698703812
561,san agustin de valle fertil,-30.6335,-67.4682,72.66,31,27,13.11,AR,1698703812
562,kozel'sk,54.0375,35.7716,46.33,94,85,10.71,RU,1698703813
563,klyuchi,52.2667,79.1667,43.93,91,100,9.04,RU,1698703813
564,castillos,-34.1667,-53.8333,56.25,92,100,16.4,UY,1698703814
565,manadhoo,5.7667,73.3833,81.57,75,98,6.98,MV,1698703814
566,trapani,37.8333,12.6667,70.5,80,89,20.92,IT,1698703815
567,south lake tahoe,38.9332,-119.9844,58.17,25,0,5.75,US,1698703816
568,chibougamau,49.9168,-74.3659,26.22,80,75,8.05,CA,1698703521
569,chayan,43.0297,69.3772,59.99,57,100,5.91,KZ,1698703817
570,ulaangom,49.9811,92.0667,28.13,86,62,1.72,MN,1698703814
571,vanimo,-2.6741,141.3028,81.59,78,91,14.54,PG,1698703819
572,lagunillas,10.1301,-71.2595,83.46,72,53,2.21,VE,1698703820
573,la sarre,48.8002,-79.1996,29.14,64,100,5.84,CA,1698703820
574,oltinko'l,40.8011,72.1634,65.12,35,100,3.11,UZ,1698703821
575,borogontsy,62.6683,131.1683,8.78,93,100,6.87,RU,1698703731
576,arraial do cabo,-22.9661,-42.0278,76.86,88,0,4.61,BR,1698703823
577,laguna,38.421,-121.4238,76.08,27,0,5.75,US,1698703605
578,shanga,11.2106,4.5788,83.25,30,77,1.45,NG,1698703824
579,arrifes,37.7667,-25.7,62.85,72,40,6.91,PT,1698703824
